movieid,title,audienceScore,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,boxOffice,distributor,soundType
tony_montana_wondrous_wolverine,Tony Montana Wondrous Wolverine,,,,,,,,,Bernardo Wermers,,,
galaxy_forrest_gump_morpheus,Galaxy Forrest Gump Morpheus,,,,,2016-11-30,89.0,Mystery & thriller,English,Lara Engleberg,,,
voyage_rick_blaine_rocky_balboa_scarlett_o'hara,Voyage Rick Blaine Rocky Balboa Scarlett O'Hara,,,,,,19.0,"History, Drama, Documentary",Wolof,Stephen Corrie,,,
iron_man_morpheus,Iron Man Morpheus,,,,,,96.0,Drama,Japanese,Joseph Brooks,,,
supreme_lost_legendary_rocky_balboa,Supreme Lost Legendary Rocky Balboa,,,,,,,,,Augusta Daniel,,,
gandalf_dragon_valiant_jack_torrance,Gandalf Dragon Valiant Jack Torrance,93.0,,,,2020-02-25,117.0,Drama,Hindi,Frank Fuentes,,,
harry_potter_hannibal_lecter_secret_jason_bourne,Harry Potter Hannibal Lecter Secret Jason Bourne,,,,,,57.0,Documentary,English,Nicholas Manfredi,,,Stereo
starlight_wolverine_whisper,Starlight Wolverine Whisper,19.0,R,"['Sexual Material', 'Language', 'Some Drug Content', 'Violence Throughout']",,2015-10-13,97.0,"Action, Crime, Drama",English,Christian Spann,,,
aurora_princess_leia_jack_torrance_illusion,Aurora Princess Leia Jack Torrance Illusion,38.0,,,,,144.0,Drama,Danish,Lloyd Mciver,,,
aurora_gandalf_marvelous,Aurora Gandalf Marvelous,,,,,,91.0,Adventure,English,Daniel Garner,,,
jon_snow_dracula_enthralling_evoke,Jon Snow Dracula Enthralling Evoke,35.0,,,,,89.0,Horror,Chinese,Alison Hayes,,,Stereo
donnie_darko_neo,Donnie Darko Neo,60.0,,,1933-02-28,2004-01-01,77.0,Drama,English,Terry Nason,,Monogram Pictures Corporation,
captain_america_enchanted_myriad_marty_mcfly,Captain America Enchanted Myriad Marty McFly,73.0,,,2014-07-25,2016-03-02,79.0,Documentary,English,George Swanson,,Oscilloscope Pictures,
t-800_whimsical_rick_blaine,T-800 Whimsical Rick Blaine,,,,,,,Drama,English,Carla Pollman,,,
fortune_bruce_wayne,Fortune Bruce Wayne,30.0,R,"['Language', 'Graphic Nudity', 'Gore', 'Sexuality', 'Strong Bloody Violence']",,2012-02-21,98.0,Horror,English (United Kingdom),Wayne Ortmann,,,
indiana_jones_v_don_vito_corleone_celestial,Indiana Jones V Don Vito Corleone Celestial,,,,,,74.0,"History, Drama",English,Samuel Cao,,,
hannibal_lecter_phenomenal_the_terminator,Hannibal Lecter Phenomenal The Terminator,80.0,,,,2019-03-08,105.0,Mystery & thriller,Italian,Jessie Blake,,,
scarlett_o'hara_rick_blaine_luke_skywalker,Scarlett O'Hara Rick Blaine Luke Skywalker,12.0,,,1966-12-23,2009-01-06,83.0,Horror,English,Susan Mcleod,,,
enchanted_jason_bourne,Enchanted Jason Bourne,,,,,2017-05-23,90.0,"Horror, Western",English,Chelsie Avant,,,
eclipse_darth_vader_rocky_balboa_heroic,Eclipse Darth Vader Rocky Balboa Heroic,,,,,,,,,Ariel Rumpf,,,
trinity_celestial,Trinity Celestial,0.0,,,,,119.0,Comedy,Hindi,Katrina Mcenaney,$43.4K,,
galaxy_john_mcclane_bruce_wayne,Galaxy John McClane Bruce Wayne,20.0,PG-13,['Fantasy Action Violence'],,2008-01-15,90.0,"Fantasy, Adventure, Action, Animation",English,Howard Simms,,,
escape_heroic_vito_corleone_magician,Escape Heroic Vito Corleone Magician,28.0,R,"['Strong Bloody Violence', 'Some Nudity', 'Pervasive Language']",2012-08-29,2012-11-27,90.0,Horror,English,Bryan Curtis,$20.5K,Anchor Bay,
harry_potter_luke_skywalker_katniss_everdeen_gandalf,Harry Potter Luke Skywalker Katniss Everdeen Gandalf,,,,,,81.0,"Horror, Mystery & thriller",English,Bruce Ross,,,
supreme_evoke,Supreme Evoke,100.0,,,,,100.0,Drama,Bangla,Raymond Oconnell,,,
superman_silent_jason_bourne,Superman Silent Jason Bourne,,,,,2007-05-22,105.0,Drama,English,Kim Taylor,,,
gandalf_wolverine_hiccup_hulk,Gandalf Wolverine Hiccup Hulk,,,,,,180.0,Drama,Kannada,Sean Freeman,,,
sherlock_holmes_mystique_ellen_ripley,Sherlock Holmes Mystique Ellen Ripley,63.0,R,"['Brief Drug Use', 'Language']",,2015-02-03,89.0,"Drama, Romance",English,Jeffery Cox,,,
hermione_granger_illusion,Hermione Granger Illusion,62.0,,,1965-02-28,2020-07-26,98.0,Horror,English,Susan Mcleod,,Paramount Pictures,
legendary_valiant,Legendary Valiant,56.0,R,"['Sexual Content/Dialogue', 'Language']",2005-09-06,2008-02-12,105.0,"Musical, Comedy",English,Russell Rollins,$540.1K,Sony Pictures Classics,Surround
quest_fortune_luke_skywalker,Quest Fortune Luke Skywalker,,,,,,,,,Sean Burroughs,,,
don_vito_corleone_james_t._kirk_forrest_gump_luke_skywalker,Don Vito Corleone James T. Kirk Forrest Gump Luke Skywalker,83.0,,,,,87.0,"Comedy, Horror, Music",Greek,Stanley Williams,,,
james_bond_hermione_granger_brave,James Bond Hermione Granger Brave,23.0,,,,2015-12-01,83.0,Drama,English,Yetta Johnson,,,
epic_quest_norman_bates,Epic Quest Norman Bates,33.0,,,,2020-01-24,89.0,"Mystery & thriller, Horror, Crime, Drama",Afrikaans,Danielle Bylsma,,,
tony_stark_wolverine_beneath_hannibal_lecter,Tony Stark Wolverine Beneath Hannibal Lecter,,,,1935-10-19,,69.0,Adventure,English,Gregory Lennon,,,
velvet_annie_hall_rick_blaine_darth_vader,Velvet Annie Hall Rick Blaine Darth Vader,,TVPG,['V'],,2019-11-20,98.0,"Crime, Drama",English,Brandi Elliott,,,
katniss_everdeen_whirlwind_dazzling_hulk,Katniss Everdeen Whirlwind Dazzling Hulk,35.0,PG,"['Some Violence and Language', 'Thematic Elements']",,2017-02-11,92.0,"Drama, Adventure, Mystery & thriller",English,Pauline Buchanan,,,
ferris_bueller_michael_corleone_luke_skywalker_mystery,Ferris Bueller Michael Corleone Luke Skywalker Mystery,,,,,,88.0,Drama,French (Canada),Steven Murphy,,,
trinity_john_wick,Trinity John Wick,,,,,,123.0,"Mystery & thriller, Action, Fantasy",Tamil,Stanley Jenkins,,,
travis_bickle_neo_john_mcclane,Travis Bickle Neo John McClane,,,,,,,"Crime, Drama, Action",Tamil,Christine Oliver,,,
escape_radiant_james_bond,Escape Radiant James Bond,,,,,,90.0,Horror,English,James Perez,,,
wolverine_quest_jon_snow_supreme,Wolverine Quest Jon Snow Supreme,31.0,,,,2014-08-26,91.0,"Action, Crime, Drama",Chinese,Katherine Simmons,,,
enchant_island,Enchant Island,33.0,,,,,91.0,"Action, Adventure",English,Vicki Barrera,,,
journey_indiana_jones_tony_stark_crystal,Journey Indiana Jones Tony Stark Crystal,,,,,,94.0,Adventure,Chinese,Richard Fernandez,,,
whirlwind_illusion_don_vito_corleone_vito_corleone,Whirlwind Illusion Don Vito Corleone Vito Corleone,,,,,2018-11-17,89.0,Mystery & thriller,English,Homer Alonso,,,
surreal_enigma,Surreal Enigma,,,,,,180.0,"Action, Drama",Hindi,Frances Hardy,,,
hidden_han_solo,Hidden Han Solo,,,,,,90.0,"Crime, Drama, Mystery & thriller",English (United Kingdom),Dale Burnett,,,
whispering_gollum_marty_mcfly_epic,Whispering Gollum Marty McFly Epic,,,,,,72.0,Documentary,English,Corinne Tee,,,
rick_blaine_miracle_forrest_gump_enchanted,Rick Blaine Miracle Forrest Gump Enchanted,60.0,,,,,72.0,"Comedy, Drama",English,Mary Weekes,,,
the_terminator_jack_sparrow_rocky_balboa_rick_blaine,The Terminator Jack Sparrow Rocky Balboa Rick Blaine,,,,,,90.0,"Action, Adventure, Horror",English (Australia),Richard Mason,,,
enigma_hermione_granger_surreal,Enigma Hermione Granger Surreal,60.0,,,,2017-01-25,110.0,Drama,Korean,Gloria Broome,,,
quench_t-800_gandalf_phantom,Quench T-800 Gandalf Phantom,,,,,,9.0,Documentary,Urdu,Christopher Proctor,,,
donnie_darko_wonder_enigma_frodo_baggins,Donnie Darko Wonder Enigma Frodo Baggins,,,,,,85.0,"Kids & family, Adventure",English,Joseph Brooks,,,
black_widow_destiny_tony_stark_captain_jack_sparrow,Black Widow Destiny Tony Stark Captain Jack Sparrow,,,,,,95.0,Drama,French (Canada),Alex Roberts,,,
princess_leia_tony_stark_hannibal_lecter_enchant,Princess Leia Tony Stark Hannibal Lecter Enchant,,,,,,87.0,Action,Chinese,Morris Bonilla,,,
dorothy_gale_aurora_epic,Dorothy Gale Aurora Epic,77.0,,,,2013-09-24,72.0,Documentary,English,Judy Parks,,,
dream_cosmic_indiana_jones,Dream Cosmic Indiana Jones,,,,,2017-03-10,95.0,Drama,English,Shannon Curnow,,,
dragon_secret_rocky_balboa_hermione_granger,Dragon Secret Rocky Balboa Hermione Granger,,,,2021-07-23,,110.0,Drama,English,Michael Delgado,,Janus Films,
majestic_mr._miyagi_enigma,Majestic Mr. Miyagi Enigma,60.0,R,"['Drug Content', 'Strong Bloody Violence']",,2015-08-04,133.0,"Action, Crime, Drama",Chinese,Sharon Martinez,,,"Dolby Atmos, Dolby Digital"
hiccup_brave_tyler_durden_forrest_gump,Hiccup Brave Tyler Durden Forrest Gump,,,,,2020-05-01,17.0,"Mystery & thriller, Western",English,Jared Allen,,,
travis_bickle_darth_vader_annie_hall,Travis Bickle Darth Vader Annie Hall,92.0,,,2022-07-15,2022-07-15,110.0,Drama,English,Benjamin Harris,,Gravitas Ventures,
willy_wonka_starlight_captain_jack_sparrow_terminator,Willy Wonka Starlight Captain Jack Sparrow Terminator,,,,,2019-11-14,87.0,"Comedy, Drama",Spanish (Spain),Frances Lash,,,
sapphire_michael_corleone_gandalf_the_grey,Sapphire Michael Corleone Gandalf the Grey,,,,,,75.0,Drama,French (France),Nicholle Brown,,,
forrest_gump_radiant_celestial,Forrest Gump Radiant Celestial,100.0,,,,2019-04-01,135.0,"Adventure, Comedy",Urdu,Guadalupe Fitz,,,
john_mcclane_gollum_iron_man_valley,John McClane Gollum Iron Man Valley,,,,,,101.0,Drama,English,David Norris,,,
magician_scarlett_o'hara_mystery_whirlwind,Magician Scarlett O'Hara Mystery Whirlwind,,,,,,77.0,Documentary,English,Dorothy Bracy,,,Dolby Digital
the_bride_sapphire_indiana_jones,The Bride Sapphire Indiana Jones,,,,,2019-01-17,162.0,Drama,Tamil,Mary Temple,,,
witch_brave_escape,Witch Brave Escape,,,,,,82.0,Comedy,English,Jessica Pruzansky,,,
katniss_everdeen_jack_sparrow_mystery_hannibal_lecter,Katniss Everdeen Jack Sparrow Mystery Hannibal Lecter,,,,,,63.0,Documentary,English,Lita Harpe,,,
enthralling_sherlock_holmes,Enthralling Sherlock Holmes,60.0,,,,2020-07-28,90.0,Drama,English,Marvin Jackson,,,
valiant_wonder_luke_skywalker,Valiant Wonder Luke Skywalker,57.0,,,,2006-09-12,98.0,Comedy,English,Earl Camacho,,,
indiana_jones_wonder_woman,Indiana Jones Wonder Woman,25.0,,,,2019-06-27,101.0,"Drama, Mystery & thriller",English,Patricia Dennie,,,
infinite_valley_darth_vader_enchant,Infinite Valley Darth Vader Enchant,20.0,,,,2014-06-09,93.0,"Horror, Action",Hebrew,Lynda Bravo,,,
stardust_hermione_granger_cosmic_rocky_balboa,Stardust Hermione Granger Cosmic Rocky Balboa,,,,,,83.0,"Kids & family, Adventure, Animation",English,Patrick Ventura,,,
marty_mcfly_gandalf_dazzling_sherlock_holmes,Marty McFly Gandalf Dazzling Sherlock Holmes,58.0,R,"['Graphic Nudity', 'Some Language', 'Sexual Content']",2018-11-02,2018-11-03,122.0,"Comedy, Drama",English,Jesus Routh,,Netflix,Dolby Digital
neo_velvet_michael_corleone,Neo Velvet Michael Corleone,18.0,,,1993-08-27,2006-01-31,93.0,Comedy,English,Leona Lange,$2.4M,Metro-Goldwyn-Mayer Distributing Corp.,"Surround, Stereo"
golden_trinity_tony_stark,Golden Trinity Tony Stark,60.0,,,,2004-10-26,58.0,"Mystery & thriller, Crime, Drama",English,Jorge Bunnell,,,
enigma_adventure,Enigma Adventure,71.0,,,,,130.0,Drama,French (Canada),Orlando Carpenter,,,
tony_stark_celestial_jason_bourne_ellen_ripley,Tony Stark Celestial Jason Bourne Ellen Ripley,17.0,,,1955-08-05,2012-09-18,78.0,Adventure,English,Donald Presnell,,,
epic_crown_the_bride,Epic Crown The Bride,,,,,2018-01-06,150.0,"Horror, Action",Tamil,Dwayne Woody,,,
elegant_magician_jack_torrance_superman,Elegant Magician Jack Torrance Superman,46.0,,,,2008-06-03,80.0,Comedy,English,Lewis Williams,,,
myriad_cosmic_rocky_balboa_ellis_redding,Myriad Cosmic Rocky Balboa Ellis Redding,69.0,,,1972-01-26,2004-05-11,105.0,Comedy,English,Jake Bucklew,,20th Century Fox,
hannibal_lecter_morpheus_v,Hannibal Lecter Morpheus V,56.0,,,1938-09-02,,88.0,"Musical, Comedy",English,Isaac Etheridge,,,
scarlett_o'hara_magician,Scarlett O'Hara Magician,,,,,2016-03-15,78.0,Documentary,English,Jill Howell,,,
wanderer_riddle,Wanderer Riddle,50.0,,,,,106.0,"Comedy, Music",Spanish,Jessica Martindale,,,
morpheus_luke_skywalker_wolverine,Morpheus Luke Skywalker Wolverine,,,,,,137.0,"Action, Mystery & thriller",Telugu,Jennifer Sprouse,,,
sorcerer_bruce_wayne_hannibal_lecter_witch,Sorcerer Bruce Wayne Hannibal Lecter Witch,,,,,2018-02-28,102.0,"Drama, Fantasy",English,Benjamin Casanova,,,
hermione_granger_luke_skywalker,Hermione Granger Luke Skywalker,36.0,,,,2020-11-13,98.0,Documentary,English,Kate Lewis,,,
john_mcclane_don_vito_corleone_magic_darth_vader,John McClane Don Vito Corleone Magic Darth Vader,,,,,,107.0,Horror,English,Joseph Brooks,,,
ellen_ripley_fortune_pirate_edward_scissorhands,Ellen Ripley Fortune Pirate Edward Scissorhands,,,,,,,,,Augusta Daniel,,,
ferris_bueller_katniss_everdeen_phenomenal_jon_snow,Ferris Bueller Katniss Everdeen Phenomenal Jon Snow,,,,2022-06-24,2022-06-24,71.0,"Horror, Action, Mystery & thriller",English,Charolette Champagne,,Gravitas Ventures,
vivid_wolverine_michael_corleone_captain_america,Vivid Wolverine Michael Corleone Captain America,40.0,,,2002-11-29,2007-06-11,88.0,"Mystery & thriller, Action, Crime, Drama",Chinese,Cathy Schnieders,$1.8K,Kino Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Dolby SR"
brave_galaxy_forrest_gump,Brave Galaxy Forrest Gump,39.0,,,,2004-04-06,82.0,Comedy,English,Carolyn Bass,$40.3M,,
john_wick_indiana_jones_spectacular_tyler_durden,John Wick Indiana Jones Spectacular Tyler Durden,,,,,,90.0,Documentary,English,Eric Hedges,,,
island_mystery,Island Mystery,60.0,R,"['Brief Nudity', 'Sexual Content', 'Language']",,2006-12-05,107.0,"Romance, Comedy, Lgbtq+",Spanish (Spain),Christopher Pearl,$139.4K,,Dolby Digital
infinite_crystal_scarlett_o'hara,Infinite Crystal Scarlett O'Hara,,,,,2017-11-03,83.0,Comedy,English,Dana Rodiguez,,,
mystery_the_joker,Mystery The Joker,55.0,,,2014-11-04,2014-11-04,75.0,"Comedy, Drama, Romance",English,Margaret Simonton,,Level 33 Entertainment,
sherlock_holmes_gollum_beneath_radiant,Sherlock Holmes Gollum Beneath Radiant,,,,,,73.0,Documentary,Hebrew,Walter Kilgore,,,
wanderer_intrigue_scarlett_o'hara_captain_america,Wanderer Intrigue Scarlett O'Hara Captain America,20.0,,,,,83.0,Drama,English,Sophia Nawrocki,,,
mystic_escape_katniss_everdeen_vito_corleone,Mystic Escape Katniss Everdeen Vito Corleone,93.0,,,2017-11-01,2018-01-02,94.0,Drama,English,Larry Fisher,,Imagination Worldwide,
james_t._kirk_indiana_jones_crimson,James T. Kirk Indiana Jones Crimson,,,,,,90.0,"Holiday, Romance",English,William Dulaney,,,
john_wick_journey,John Wick Journey,86.0,,,1992-11-06,2008-09-23,70.0,"Comedy, Drama",Finnish,Lois James,,Kino Pictures,Mono
treasure_vito_corleone_celestial_morpheus,Treasure Vito Corleone Celestial Morpheus,,,,1951-06-16,2021-01-24,91.0,Drama,English,Crystal East,,Classic Pictures,
hulk_cosmic_dorothy_gale,Hulk Cosmic Dorothy Gale,60.0,,,,,92.0,Comedy,English,Maura Guillory,,,
darth_vader_wondrous_mystery,Darth Vader Wondrous Mystery,71.0,R,"['Brief Drug Content', 'Pervasive Language']",,2004-08-31,85.0,Documentary,English,Maggie Casavez,,,
darth_vader_tony_montana_hidden_wolverine,Darth Vader Tony Montana Hidden Wolverine,57.0,,,,,99.0,Drama,Chinese,Glen Wissinger,,,
holly_golightly_michael_corleone_dazzling,Holly Golightly Michael Corleone Dazzling,32.0,,,1985-02-15,2010-08-25,104.0,"Crime, Drama",English,Jason Huff,,,
stardust_marty_mcfly_riddle,Stardust Marty McFly Riddle,62.0,,,,,,,,Loretta Campuzano,,,
frodo_baggins_dorothy_gale_rick_blaine,Frodo Baggins Dorothy Gale Rick Blaine,,,,,2019-04-02,100.0,Drama,English,Timothy Miller,,,
tony_montana_hannibal_lecter_travis_bickle,Tony Montana Hannibal Lecter Travis Bickle,,,,,2016-11-30,95.0,Comedy,Spanish,Benny Brule,,,
emerald_magician_enchanted,Emerald Magician Enchanted,45.0,,,,2005-08-26,99.0,Mystery & thriller,English,Francisco Young,,,
dragon_t-800_supreme,Dragon T-800 Supreme,,,,,,180.0,"Drama, Romance",Hindi,Sheila Hill,,,
chronicles_cosmic,Chronicles Cosmic,66.0,,,,,96.0,"Crime, Drama",English,Steve Webb,,,Surround
edward_scissorhands_cosmic_indiana_jones_darth_vader,Edward Scissorhands Cosmic Indiana Jones Darth Vader,,,,,,84.0,"Crime, Drama",Chinese,June Lewis,,,
sherlock_holmes_tyler_durden_hermione_granger,Sherlock Holmes Tyler Durden Hermione Granger,,,,,,,,,Augusta Daniel,,,
enigma_dazzling,Enigma Dazzling,14.0,,,1995-11-03,2009-01-01,90.0,Action,English,Jesse Brooks,$11.2M,"Warner Home Vídeo, Warner Bros.","Stereo, Surround"
ellen_ripley_adventure_e.t._dorothy_gale,Ellen Ripley Adventure E.T. Dorothy Gale,,,,,,90.0,,,Joseph Brooks,,,
eon_witch,Eon Witch,,,,,2016-09-01,65.0,Documentary,English,Donald Johnson,,,
legendary_dragon_indiana_jones,Legendary Dragon Indiana Jones,36.0,,,,2017-03-23,,Drama,,Andy Sandlin,,,
morpheus_frodo_baggins_valiant_journey,Morpheus Frodo Baggins Valiant Journey,,,,,,75.0,Drama,English,Jessica Deshaw,,,
katniss_everdeen_wolverine_norman_bates_holly_golightly,Katniss Everdeen Wolverine Norman Bates Holly Golightly,,,,,,17.0,"Comedy, Crime, Drama, Mystery & thriller",English,Casey Goodrich,,,
travis_bickle_anakin_skywalker_myth_john_mcclane,Travis Bickle Anakin Skywalker Myth John McClane,88.0,,,,2017-11-16,124.0,"Action, Mystery & thriller",Urdu,Clarence Knell,,,
whispering_enigma_oracle_the_joker,Whispering Enigma Oracle The Joker,86.0,,,,,,,,Robert Schoen,,,
pirate_harry_potter_riddle_travis_bickle,Pirate Harry Potter Riddle Travis Bickle,0.0,,,,,,,,Blanca Neese,,,
indiana_jones_vito_corleone_epic,Indiana Jones Vito Corleone Epic,43.0,,,,,,,,Augusta Daniel,,,
tony_stark_jack_sparrow_gandalf_forrest_gump,Tony Stark Jack Sparrow Gandalf Forrest Gump,,,,,2009-07-24,94.0,"Crime, Drama",Hebrew,Mary Jonas,,,
mythical_epic,Mythical Epic,78.0,,,2017-06-23,2017-09-03,92.0,Documentary,English,Norman Jewell,$16.5K,Abramorama,
sorcerer_moonlit_cosmic,Sorcerer Moonlit Cosmic,87.0,,,1983-12-06,2004-04-06,118.0,"Comedy, Drama",English,Jake Bucklew,,Columbia Pictures,
adventure_forrest_gump_hulk_legend,Adventure Forrest Gump Hulk Legend,0.0,,,,,90.0,Comedy,Portuguese (Brazil),Adam Iglesias,,,
donnie_darko_witch_gandalf_sherlock_holmes,Donnie Darko Witch Gandalf Sherlock Holmes,,,,,,,,,Jennifer Carter,,,
lara_croft_island_don_vito_corleone,Lara Croft Island Don Vito Corleone,36.0,,,1996-03-08,2000-10-10,85.0,"Horror, Sci-fi",English,Lillian Dufilho,$8.8M,"Miramax Films, Paramount Pictures","Surround, Stereo"
hannibal_lecter_aurora_marty_mcfly_travis_bickle,Hannibal Lecter Aurora Marty McFly Travis Bickle,76.0,,,,2019-07-16,78.0,Documentary,English,Yolanda Gearhart,,,
morpheus_willy_wonka,Morpheus Willy Wonka,48.0,PG,"['Brief Language', 'Some Disturbing Images']",,2011-01-25,97.0,Documentary,English,Albert Jones,,,
superman_hermione_granger,Superman Hermione Granger,42.0,,,,2014-02-11,90.0,Drama,English,Ronnie Swanson,,,
tony_stark_t-800_scarlett_o'hara,Tony Stark T-800 Scarlett O'Hara,71.0,,,2022-12-09,,,"Holiday, History, Drama, War",English,Paul Zarate,,,
james_t._kirk_luke_skywalker_adventure,James T. Kirk Luke Skywalker Adventure,,,,,,89.0,"Documentary, Lgbtq+",English,Richard Roddick,,,
luke_skywalker_labyrinth_eclipse,Luke Skywalker Labyrinth Eclipse,,,,,,82.0,Documentary,English,Deborah Sadler,,,
whisper_wondrous,Whisper Wondrous,,,,,2015-10-18,90.0,"Comedy, Drama",German,Judy Bryant,,,
journey_quest_james_t._kirk_the_joker,Journey Quest James T. Kirk The Joker,85.0,,,,2005-05-03,92.0,Drama,English,William Anteby,,,Stereo
anakin_skywalker_hermione_granger_infinite,Anakin Skywalker Hermione Granger Infinite,,,,,2021-03-01,180.0,Drama,Bangla,Charles Cravens,,,
stardust_valley_jack_torrance_kingdom,Stardust Valley Jack Torrance Kingdom,10.0,,,1985-04-24,2005-07-26,108.0,Comedy,English,Harry Shaffer,,"MGM/UA Home Entertainment Inc., Cannon Films, Metro-Goldwyn-Mayer",
lara_croft_t-800_labyrinth_illusion,Lara Croft T-800 Labyrinth Illusion,,,,,,85.0,Romance,English,Jacob Anderson,,,
luke_skywalker_magic_darth_vader_whirlwind,Luke Skywalker Magic Darth Vader Whirlwind,66.0,,,,,100.0,Adventure,Chinese,Richard Fernandez,,,
tony_montana_sorcerer,Tony Montana Sorcerer,57.0,,,,,,,,Augusta Daniel,,,
norman_bates_valiant,Norman Bates Valiant,,,,,2021-09-21,90.0,Comedy,English,Alma Baum,,,
enthralling_island_rocky_balboa_terminator,Enthralling Island Rocky Balboa Terminator,89.0,,,,2019-10-04,,,,Renee Bloomer,,,
hannibal_lecter_katniss_everdeen_supreme_hannibal_lecter,Hannibal Lecter Katniss Everdeen Supreme Hannibal Lecter,71.0,,,,,,,,George Dearcos,,,
miracle_scarlett_o'hara,Miracle Scarlett O'Hara,46.0,,,1934-09-15,2007-12-04,80.0,Drama,English,Julia Tinoco,,,
rick_blaine_hidden_frodo_baggins_the,Rick Blaine Hidden Frodo Baggins The,,,,,,,,,Joseph Brooks,,,
john_mcclane_voyage_donnie_darko_frodo_baggins,John McClane Voyage Donnie Darko Frodo Baggins,23.0,,,,2005-04-10,95.0,"Action, Mystery & thriller",English,Lucy Gibbons,,,
tony_montana_epic_harry_potter_enchanted,Tony Montana Epic Harry Potter Enchanted,,,,,2021-12-13,,Documentary,English,Joseph Brooks,,,
rocky_balboa_tony_stark_epic_indiana_jones,Rocky Balboa Tony Stark Epic Indiana Jones,55.0,,,,2015-02-10,98.0,"Action, Adventure, Crime, Drama, Mystery & thriller, Romance",English,Joseph Hatch,,,
magic_jason_bourne_morpheus_fortune,Magic Jason Bourne Morpheus Fortune,,,,,,150.0,"Comedy, Musical, Romance",Hindi,Bessie Robbs,,,
elegant_don_vito_corleone_gandalf,Elegant Don Vito Corleone Gandalf,,,,,2020-02-28,146.0,Romance,Tamil,Margaret Engle,,,
fantastic_phantom_katniss_everdeen_tony_stark,Fantastic Phantom Katniss Everdeen Tony Stark,,,,,,75.0,"Documentary, Foreign",Spanish,Gregory Warner,,,
darth_vader_harmony_tony_montana_harry_potter,Darth Vader Harmony Tony Montana Harry Potter,,,,,2019-03-12,90.0,Mystery & thriller,English,Brent Carter,,,
darth_vader_crimson_holly_golightly_illusion,Darth Vader Crimson Holly Golightly Illusion,61.0,,,2010-08-04,2010-03-16,115.0,Drama,Italian,Kenneth Kocher,$69.3K,Music Box Films,
anakin_skywalker_hannibal_lecter_wanderer,Anakin Skywalker Hannibal Lecter Wanderer,78.0,,,,2020-07-14,109.0,"Action, Comedy, Crime, Drama",Korean,Frances Krueger,,,
dorothy_gale_mythical_trinity_luke_skywalker,Dorothy Gale Mythical Trinity Luke Skywalker,58.0,PG-13,"['Intense Sequences of Warfare', 'Disturbing Images', 'Some Sensuality', 'Vampire Attacks']",2014-10-10,2015-02-03,92.0,"Fantasy, Action, Horror",English,Tracy Espinosa,$55.9M,Universal Pictures,"Datasat, Dolby Digital"
sherlock_holmes_zephyr_hidden_quest,Sherlock Holmes Zephyr Hidden Quest,,,,,,154.0,Drama,Hindi,Virginia Nielsen,,,
rick_blaine_enigma_neo_eclipse,Rick Blaine Enigma Neo Eclipse,,,,,2020-12-18,96.0,Comedy,English,Brian Morrison,,,
enigma_enchant_norman_bates_hannibal_lecter,Enigma Enchant Norman Bates Hannibal Lecter,9.0,R,"['Torture', 'Language', 'Bloody Violence']",,2014-01-28,81.0,Mystery & thriller,English,Peggy Snyder,,,
majestic_journey_don_vito_corleone_t-800,Majestic Journey Don Vito Corleone T-800,,,,1991-05-24,2007-10-02,93.0,"Crime, Drama",English,Timothy Lynch,,,
holly_golightly_e.t._mystic,Holly Golightly E.T. Mystic,98.0,,,2016-05-20,,467.0,"Biography, Documentary",,Hilda Olsen,,ESPN Films,
black_widow_rocky_balboa_hulk,Black Widow Rocky Balboa Hulk,,,,,,100.0,"Action, Crime, Drama",Japanese,Victoria Browning,,,
rocky_balboa_e.t._miracle_riddle,Rocky Balboa E.T. Miracle Riddle,100.0,,,,,107.0,Comedy,Spanish,Sara Cotner,,,
rick_blaine_epic_tony_montana_katniss_everdeen,Rick Blaine Epic Tony Montana Katniss Everdeen,,,,,2016-02-19,76.0,Horror,English,Margarete Ash,,,
ellen_ripley_phantom_moonlit_frodo_baggins,Ellen Ripley Phantom Moonlit Frodo Baggins,90.0,TVPG,"['L', 'V']",,2006-03-07,87.0,Drama,English,Morgan Mast,,,Surround
t-800_ellen_ripley_dorothy_gale,T-800 Ellen Ripley Dorothy Gale,62.0,,,,,48.0,"Kids & family, Holiday, Fantasy, Animation",,Nanette Reynolds,,,
sherlock_holmes_quest_fantasy,Sherlock Holmes Quest Fantasy,22.0,,,,2005-01-25,88.0,"Kids & family, Comedy",English,Justin Kuhn,,,Surround
hiccup_the_joker_ferris_bueller_sapphire,Hiccup The Joker Ferris Bueller Sapphire,,,,,,49.0,"Drama, Documentary",English,Jan Diamond,,,
golden_ellen_ripley_evoke,Golden Ellen Ripley Evoke,,,,,,96.0,"Action, Drama",,Joshua Collins,,,
myriad_darth_vader_dream,Myriad Darth Vader Dream,92.0,,,,2012-11-13,5.0,"Comedy, Animation",English,Emma Metcalfe,,,
hannibal_lecter_james_t._kirk_t-800_hidden,Hannibal Lecter James T. Kirk T-800 Hidden,50.0,,,,2018-11-27,96.0,Drama,English (United Kingdom),Dorothy Hein,,,
hermione_granger_legend,Hermione Granger Legend,54.0,R,"['Strong Violence', 'Language Throughout']",2019-05-03,2019-07-30,107.0,"Action, Mystery & thriller",English,Rosa Cooper,$1.4M,Briarcliff Entertainment,
